"source","neighbor"
14191,2031
14191,9167
14191,12868
14191,13175
14191,14719
14191,16301
14192,2608
14192,2750
14192,12044
14192,14198
14192,15878
14192,16639
14193,1814
14193,6655
14193,7628
14193,15743
14193,15894
14193,16825
14194,24
14194,521
14194,8205
14194,11122
14194,12810
14194,14550
14195,966
14195,4619
14195,8331
14195,9210
14195,13088
14195,16346
14196,79
14196,975
14196,1604
14196,2252
14196,8807
14196,12869
14197,1935
14197,2455
14197,8337
14197,15052
14197,15649
14197,16452
14198,1681
14198,4972
14198,10657
14198,14192
14198,15878
14198,16639
14199,1734
14199,7321
14199,10832
14199,13118
14199,13274
14199,16873
14200,970
14200,1617
14200,7895
14200,10198
14200,10616
14200,11449
14201,285
14201,1072
14201,7677
14201,11454
14201,12590
14201,15261
14202,6129
14202,7386
14202,8181
14202,11297
14202,13026
14202,13477
14203,2479
14203,2589
14203,4250
14203,6011
14203,11450
14203,14209
14204,1004
14204,11189
14204,11920
14204,13174
14204,13691
14204,15590
14205,2087
14205,5508
14205,8134
14205,9127
14205,9955
14205,13708
14206,5640
14206,6043
14206,6928
14206,14317
14206,15311
14206,16247
14207,615
14207,2342
14207,6672
14207,7360
14207,11928
14207,15233
14208,1033
14208,6118
14208,6552
14208,15336
14208,16116
14208,16386
14209,4250
14209,5570
14209,6011
14209,11999
14209,13456
14209,14203
14210,5542
14210,9638
14210,10186
14210,12491
14210,13388
14210,15107
14211,512
14211,2084
14211,6658
14211,6797
14211,11841
14211,14434
14212,6651
14212,10679
14212,10896
14212,11627
14212,12644
14212,15774
14213,3239
14213,4082
14213,7853
14213,9831
14213,12146
14213,13792
14214,5859
14214,5885
14214,6858
14214,14020
14214,14380
14214,16424
14215,271
14215,1011
14215,8140
14215,10287
14215,12175
14215,12904
14216,15
14216,2223
14216,3483
14216,3928
14216,10733
14216,11712
14217,4536
14217,5067
14217,6820
14217,7104
14217,12881
14217,15714
14218,1221
14218,1244
14218,1625
14218,7636
14218,9587
14218,14414
14219,824
14219,2613
14219,7146
14219,8473
14219,10673
14219,11792
14220,5
14220,830
14220,1790
14220,9633
14220,14613
14220,14635
14221,3141
14221,4927
14221,6842
14221,11039
14221,11942
14221,16067
14222,5552
14222,7371
14222,8636
14222,10779
14222,12204
14222,14313
14223,7296
14223,10253
14223,12103
14223,12592
14223,12671
14223,13515
14224,1007
14224,1439
14224,1811
14224,4734
14224,10303
14224,12490
14225,1345
14225,2426
14225,2637
14225,4882
14225,5993
14225,12674
14226,2256
14226,10107
14226,12231
14226,13538
14226,13878
14226,16688
14227,2530
14227,5598
14227,10010
14227,10234
14227,10384
14227,10550
14228,2982
14228,3267
14228,4389
14228,6638
14228,10218
14228,14095
14229,4246
14229,8321
14229,12282
14229,14888
14229,14938
14229,15653
14230,3660
14230,7630
14230,9510
14230,10494
14230,12484
14230,13545
14231,1808
14231,2404
14231,9160
14231,13203
14231,13847
14231,16387
14232,4744
14232,6212
14232,8808
14232,10756
14232,14357
14232,15791
14233,3353
14233,5668
14233,10641
14233,10652
14233,12541
14233,14816
14234,6800
14234,7028
14234,10894
14234,11378
14234,13627
14234,16495
14235,810
14235,7002
14235,8565
14235,13441
14235,14114
14235,14923
14236,6420
14236,8186
14236,8514
14236,12054
14236,14061
14236,16575
14237,3468
14237,4108
14237,6741
14237,13734
14237,14600
14237,14967
14238,9536
14238,10187
14238,11545
14238,11707
14238,12697
14238,13136
14239,4175
14239,5753
14239,7718
14239,11988
14239,12870
14239,15725
14240,2935
14240,3188
14240,5467
14240,9358
14240,12269
14240,15917
14241,464
14241,6070
14241,10788
14241,14681
14241,15904
14241,15924
14242,2841
14242,4387
14242,7383
14242,12953
14242,13976
14242,15949
14243,1099
14243,2173
14243,2603
14243,7392
14243,7801
14243,13128
14244,1989
14244,3633
14244,9519
14244,11681
14244,14887
14244,16314
14245,3655
14245,5162
14245,6033
14245,9400
14245,9476
14245,14153
14246,3549
14246,4868
14246,9265
14246,13868
14246,14601
14246,14788
14247,130
14247,1200
14247,7582
14247,11402
14247,14356
14247,14977
14248,3946
14248,5535
14248,5911
14248,6063
14248,10240
14248,14363
14249,870
14249,3981
14249,9936
14249,14645
14249,15477
14249,16187
14250,7014
14250,9352
14250,9455
14250,11641
14250,12340
14250,15469
14251,1674
14251,5649
14251,9477
14251,10740
14251,15364
14251,16868
14252,336
14252,352
14252,1028
14252,4076
14252,10352
14252,11118
14253,3843
14253,6789
14253,8073
14253,11801
14253,13783
14253,16236
14254,901
14254,6160
14254,10680
14254,11020
14254,13452
14254,14709
14255,2986
14255,3202
14255,4641
14255,6629
14255,9753
14255,12835
14256,2660
14256,4655
14256,7153
14256,7243
14256,12252
14256,14054
14257,2463
14257,3973
14257,4199
14257,6975
14257,7841
14257,14263
14258,2747
14258,3166
14258,3719
14258,10949
14258,15001
14258,15923
14259,42
14259,2521
14259,10472
14259,11045
14259,13051
14259,14186
14260,105
14260,6055
14260,8124
14260,8416
14260,10414
14260,14835
14261,3361
14261,7446
14261,10933
14261,11827
14261,12388
14261,13806
14262,3003
14262,9678
14262,11074
14262,12749
14262,14318
14262,16480
14263,2463
14263,3973
14263,12779
14263,14257
14263,15845
14263,15977
14264,107
14264,5529
14264,6465
14264,10134
14264,13787
14264,16006
14265,3192
14265,5954
14265,7710
14265,8808
14265,15733
14265,16251
14266,477
14266,5371
14266,10524
14266,10671
14266,12509
14266,15606
14267,1282
14267,4009
14267,8247
14267,9249
14267,12086
14267,14314
14268,478
14268,4316
14268,5634
14268,6008
14268,8606
14268,11225
14269,1583
14269,1725
14269,4284
14269,4596
14269,6735
14269,9838
14270,457
14270,5099
14270,6252
14270,7842
14270,8008
14270,13281
14271,2072
14271,3880
14271,4494
14271,11726
14271,11818
14271,11957
14272,6297
14272,6760
14272,7426
14272,14836
14272,15211
14272,15947
14273,4568
14273,4897
14273,5408
14273,7179
14273,11325
14273,15302
14274,597
14274,7460
14274,9199
14274,9387
14274,12737
14274,16783
14275,4276
14275,5209
14275,7709
14275,9868
14275,16183
14275,16725
14276,1823
14276,4162
14276,4352
14276,8624
14276,13549
14276,14122
14277,2231
14277,3882
14277,6291
14277,7790
14277,11123
14277,14073
14278,2134
14278,3990
14278,9496
14278,10040
14278,10245
14278,10734
14279,489
14279,2308
14279,2921
14279,3045
14279,6982
14279,9386
14280,1730
14280,2766
14280,3157
14280,13830
14280,14769
14280,16772
14281,2396
14281,5588
14281,5779
14281,6269
14281,8585
14281,16433
14282,1012
14282,3666
14282,5774
14282,9288
14282,10750
14282,16052
14283,3601
14283,7299
14283,9751
14283,11415
14283,11885
14283,12764
14284,277
14284,962
14284,8435
14284,9828
14284,12139
14284,16045
14285,1315
14285,2226
14285,6509
14285,9755
14285,11910
14285,15642
14286,292
14286,4261
14286,4320
14286,9409
14286,10205
14286,12796
14287,2904
14287,2922
14287,3356
14287,3642
14287,5061
14287,8828
14288,697
14288,4651
14288,9455
14288,12340
14288,13773
14288,15703
14289,2167
14289,6641
14289,6821
14289,12010
14289,12917
14289,15352
14290,1740
14290,3757
14290,5343
14290,8749
14290,11970
14290,12238
14291,1708
14291,4822
14291,8300
14291,11233
14291,14715
14291,15482
14292,2418
14292,6115
14292,9121
14292,9263
14292,14521
14292,14571
14293,865
14293,2571
14293,3272
14293,9267
14293,10307
14293,12185
14294,4843
14294,5105
14294,5520
14294,6908
14294,11951
14294,16087
14295,63
14295,1962
14295,6304
14295,6326
14295,10012
14295,14873
14296,289
14296,3119
14296,3859
14296,5579
14296,5849
14296,12386
14297,2806
14297,3407
14297,3633
14297,8524
14297,13189
14297,14150
14298,1693
14298,2762
14298,4995
14298,6558
14298,11438
14298,15613
14299,789
14299,1433
14299,2052
14299,3509
14299,5227
14299,9697
14300,4209
14300,4587
14300,11678
14300,13044
14300,13948
14300,16797
14301,3438
14301,3919
14301,5185
14301,12686
14301,13313
14301,14778
14302,500
14302,805
14302,4114
14302,15319
14302,15340
14302,15341
14303,5942
14303,7344
14303,8218
14303,11992
14303,14046
14303,14459
14304,2600
14304,8492
14304,9122
14304,12450
14304,15094
14304,16496
14305,1251
14305,4402
14305,5815
14305,10601
14305,10665
14305,12880
14306,1514
14306,6469
14306,6803
14306,14036
14306,14674
14306,16288
14307,4638
14307,5343
14307,7648
14307,8621
14307,8749
14307,10044
14308,653
14308,4853
14308,7527
14308,13368
14308,15284
14308,16806
14309,2274
14309,3173
14309,5909
14309,8664
14309,10892
14309,15646
14310,115
14310,472
14310,513
14310,1161
14310,3391
14310,4542
14311,2153
14311,3515
14311,3855
14311,6985
14311,10747
14311,12682
14312,799
14312,3137
14312,4671
14312,4813
14312,9947
14312,16129
14313,5998
14313,10779
14313,12204
14313,13080
14313,14222
14313,15889
14314,8247
14314,12048
14314,12086
14314,12373
14314,14267
14314,15614
14315,4373
14315,7551
14315,7943
14315,11667
14315,13457
14315,16171
14316,1108
14316,1584
14316,4523
14316,8342
14316,11092
14316,16383
14317,682
14317,3573
14317,3853
14317,6043
14317,6928
14317,14206
14318,1954
14318,5301
14318,11074
14318,12749
14318,14262
14318,15612
14319,30
14319,323
14319,5053
14319,6514
14319,12066
14319,13916
14320,185
14320,5886
14320,6099
14320,9657
14320,10554
14320,12183
14321,1946
14321,5881
14321,8076
14321,9315
14321,9464
14321,16445
14322,553
14322,2459
14322,7303
14322,11102
14322,11918
14322,15501
14323,783
14323,979
14323,6508
14323,7290
14323,8024
14323,11917
14324,246
14324,351
14324,1874
14324,5088
14324,12037
14324,15576
14325,3708
14325,5858
14325,7056
14325,8154
14325,9583
14325,13911
14326,779
14326,5119
14326,5461
14326,5891
14326,6276
14326,8588
14327,2048
14327,2717
14327,3970
14327,5848
14327,8637
14327,14163
14328,4579
14328,8363
14328,10179
14328,10678
14328,14529
14328,16154
14329,1377
14329,1852
14329,6897
14329,9079
14329,13523
14329,14704
14330,4469
14330,4635
14330,4865
14330,9301
14330,13597
14330,13758
14331,1314
14331,3594
14331,3968
14331,10621
14331,11107
14331,12479
14332,4438
14332,5362
14332,12521
14332,13802
14332,14035
14332,16845
14333,61
14333,1520
14333,3808
14333,9930
14333,12960
14333,15479
14334,101
14334,956
14334,3982
14334,7914
14334,8165
14334,8365
14335,1928
14335,5528
14335,6305
14335,13772
14335,13988
14335,16419
14336,421
14336,2563
14336,7126
14336,13343
14336,14948
14336,16085
14337,384
14337,5265
14337,6148
14337,8369
14337,9169
14337,12741
14338,2906
14338,4847
14338,11631
14338,11751
14338,12806
14338,16703
14339,2090
14339,3493
14339,4875
14339,8301
14339,11490
14339,15702
14340,521
14340,12810
14340,14864
14340,15666
14340,15907
14340,16211
14341,2473
14341,7662
14341,7864
14341,11454
14341,13807
14341,14016
14342,3457
14342,5202
14342,10396
14342,13826
14342,16438
14342,16796
14343,40
14343,566
14343,7254
14343,8891
14343,11079
14343,13496
14344,2992
14344,7459
14344,9041
14344,10619
14344,11181
14344,12951
14345,4300
14345,4661
14345,4990
14345,5237
14345,13368
14345,15284
14346,550
14346,626
14346,1819
14346,1932
14346,8304
14346,10905
14347,5783
14347,6427
14347,9312
14347,11005
14347,13533
14347,16582
14348,3670
14348,3856
14348,5975
14348,8069
14348,10938
14348,15083
14349,921
14349,4370
14349,5324
14349,7721
14349,8338
14349,11964
14350,3453
14350,7724
14350,8678
14350,13238
14350,13723
14350,13825
14351,5424
14351,5906
14351,7151
14351,8720
14351,13240
14351,15919
14352,482
14352,4453
14352,4966
14352,6383
14352,14382
14352,16584
14353,901
14353,2259
14353,2293
14353,2887
14353,4772
14353,14386
14354,583
14354,2194
14354,4199
14354,6975
14354,11184
14354,12377
14355,420
14355,1201
14355,4962
14355,8249
14355,13843
14355,14510
14356,130
14356,2460
14356,6188
14356,7582
14356,14247
14356,14625
14357,7073
14357,7618
14357,8846
14357,10756
14357,14232
14357,15791
14358,540
14358,1590
14358,5788
14358,7089
14358,10500
14358,11548
14359,392
14359,1983
14359,5026
14359,5166
14359,6386
14359,14406
14360,199
14360,1226
14360,2570
14360,3548
14360,4715
14360,8118
14361,3366
14361,8190
14361,10166
14361,12111
14361,15582
14361,16357
14362,7736
14362,9245
14362,10711
14362,13097
14362,15168
14362,15912
14363,5911
14363,8108
14363,9864
14363,10240
14363,11772
14363,14248
14364,6053
14364,6946
14364,7871
14364,9120
14364,9832
14364,13956
14365,4350
14365,6408
14365,8100
14365,8308
14365,8936
14365,10347
14366,543
14366,5539
14366,7987
14366,11122
14366,12810
14366,16211
14367,405
14367,2662
14367,8438
14367,11000
14367,13618
14367,15438
14368,550
14368,1771
14368,1932
14368,7978
14368,8268
14368,11775
14369,1707
14369,5969
14369,6611
14369,10200
14369,15698
14369,16008
14370,3052
14370,8436
14370,10215
14370,10244
14370,11068
14370,16826
14371,2584
14371,3897
14371,8044
14371,9063
14371,11495
14371,13915
14372,194
14372,737
14372,980
14372,3151
14372,4526
14372,15705
14373,3125
14373,3228
14373,3474
14373,5780
14373,12577
14373,13177
14374,304
14374,2088
14374,6540
14374,8398
14374,9916
14374,10598
14375,7642
14375,10883
14375,11329
14375,12472
14375,13493
14375,16637
14376,2002
14376,4062
14376,6081
14376,7711
14376,8342
14376,15079
14377,209
14377,461
14377,7098
14377,7573
14377,8141
14377,15954
14378,3001
14378,3696
14378,4836
14378,10014
14378,10466
14378,13326
14379,2275
14379,3187
14379,3705
14379,5390
14379,10584
14379,14599
14380,3563
14380,4187
14380,5885
14380,6858
14380,14214
14380,16136
14381,1746
14381,4560
14381,4582
14381,11022
14381,11037
14381,16135
14382,978
14382,6383
14382,8037
14382,8723
14382,14352
14382,16584
14383,1960
14383,2362
14383,9055
14383,9866
14383,12277
14383,14926
14384,1240
14384,4020
14384,6907
14384,10397
14384,10473
14384,13308
14385,2227
14385,3398
14385,6399
14385,7935
14385,8841
14385,10749
14386,901
14386,2887
14386,6160
14386,7599
14386,14353
14386,16380
14387,4475
14387,6677
14387,8152
14387,10237
14387,13376
14387,15731
14388,76
14388,5336
14388,8683
14388,8781
14388,9470
14388,15215
14389,1713
14389,4881
14389,5380
14389,10215
14389,11068
14389,14168
14390,634
14390,2345
14390,4139
14390,13133
14390,15851
14390,16775
14391,419
14391,5101
14391,6602
14391,11370
14391,14564
14391,15065
14392,883
14392,3139
14392,4558
14392,8463
14392,11949
14392,12122
14393,416
14393,5586
14393,6191
14393,6994
14393,7144
14393,9739
14394,117
14394,4550
14394,10832
14394,12511
14394,13274
14394,15880
14395,5141
14395,8595
14395,9463
14395,12730
14395,15322
14395,15797
14396,1544
14396,2350
14396,3274
14396,4381
14396,10825
14396,16543
14397,180
14397,602
14397,2151
14397,6308
14397,12462
14397,16258
14398,873
14398,1483
14398,4694
14398,9864
14398,11772
14398,13046
14399,788
14399,12174
14399,12706
14399,13695
14399,14705
14399,16841
14400,6221
14400,9326
14400,9543
14400,13316
14400,14870
14400,16768
14401,632
14401,1107
14401,3243
14401,10633
14401,11098
14401,11352
14402,4459
14402,4987
14402,5185
14402,5203
14402,11397
14402,16603
14403,401
14403,652
14403,4080
14403,5522
14403,12816
14403,14717
14404,3209
14404,6284
14404,9582
14404,15071
14404,15449
14404,16225
14405,1103
14405,1555
14405,3464
14405,4447
14405,4916
14405,10979
14406,1149
14406,5166
14406,6386
14406,8685
14406,13606
14406,14359
14407,1701
14407,3069
14407,8610
14407,8890
14407,11946
14407,15258
14408,4694
14408,8108
14408,8888
14408,11772
14408,13445
14408,16776
14409,1631
14409,5807
14409,8346
14409,8539
14409,13467
14409,16427
14410,374
14410,2093
14410,3148
14410,4059
14410,5559
14410,13110
14411,692
14411,5958
14411,11923
14411,13935
14411,13977
14411,14160
14412,2876
14412,3803
14412,6459
14412,7045
14412,8178
14412,14154
14413,213
14413,4710
14413,11115
14413,11208
14413,11948
14413,16119
14414,1244
14414,2415
14414,9587
14414,11299
14414,14218
14414,16071
14415,894
14415,3424
14415,5057
14415,8189
14415,9721
14415,10078
14416,361
14416,3344
14416,3994
14416,4293
14416,10891
14416,11601
14417,6393
14417,7926
14417,14468
14417,14481
14417,14655
14417,15755
14418,3929
14418,5834
14418,7817
14418,9189
14418,14857
14418,15220
14419,904
14419,2472
14419,6980
14419,14071
14419,15110
14419,16789
14420,2323
14420,8713
14420,9304
14420,14082
14420,14892
14420,16149
14421,140
14421,1274
14421,2110
14421,5798
14421,6177
14421,11170
14422,2176
14422,2789
14422,5482
14422,9020
14422,13216
14422,16700
14423,3727
14423,4914
14423,6715
14423,6929
14423,11578
14423,12643
14424,2401
14424,4097
14424,8970
14424,10125
14424,10971
14424,15420
14425,948
14425,4251
14425,6605
14425,9308
14425,15869
14425,16134
14426,74
14426,11575
14426,12618
14426,12675
14426,13150
14426,15456
14427,6957
14427,7319
14427,9974
14427,12363
14427,13548
14427,16549
14428,778
14428,1023
14428,4746
14428,6851
14428,11705
14428,14536
14429,381
14429,2128
14429,3415
14429,4610
14429,7752
14429,11736
14430,619
14430,2332
14430,4519
14430,9021
14430,10948
14430,16632
14431,138
14431,3323
14431,6327
14431,6419
14431,7577
14431,15017
14432,987
14432,2811
14432,3529
14432,8414
14432,8545
14432,11684
14433,3078
14433,6552
14433,10829
14433,11493
14433,12310
14433,16084
14434,512
14434,2689
14434,6421
14434,9054
14434,11841
14434,14211
14435,2250
14435,2952
14435,4372
14435,7883
14435,11543
14435,16713
14436,167
14436,2375
14436,6457
14436,11121
14436,16493
14436,16798
14437,224
14437,1374
14437,7433
14437,8793
14437,10709
14437,13775
14438,3234
14438,9942
14438,10585
14438,12138
14438,15605
14438,16292
14439,2797
14439,4407
14439,4538
14439,6034
14439,7558
14439,16738
14440,331
14440,6439
14440,7122
14440,9754
14440,14850
14440,15573
14441,2616
14441,3762
14441,3812
14441,10695
14441,15524
14441,15909
14442,2901
14442,7007
14442,9401
14442,9629
14442,10131
14442,16102
14443,6271
14443,8378
14443,8969
14443,11569
14443,14069
14443,14952
14444,1933
14444,4204
14444,8240
14444,8569
14444,9024
14444,13187
14445,1862
14445,3584
14445,6505
14445,7822
14445,13059
14445,13612
14446,3373
14446,5184
14446,5658
14446,11586
14446,14727
14446,15505
14447,1680
14447,1804
14447,2477
14447,3630
14447,8692
14447,15677
14448,4322
14448,7817
14448,7826
14448,12506
14448,14857
14448,14869
14449,3680
14449,3682
14449,11156
14449,12460
14449,15108
14449,15556
14450,3163
14450,5626
14450,8890
14450,11255
14450,15029
14450,15258
14451,1061
14451,5120
14451,6560
14451,8481
14451,10349
14451,15395
14452,5808
14452,6705
14452,7048
14452,9041
14452,11943
14452,14106
14453,5769
14453,6488
14453,6885
14453,8473
14453,8939
14453,10593
14454,189
14454,899
14454,1251
14454,2976
14454,7313
14454,16446
14455,1300
14455,1683
14455,4285
14455,6599
14455,9371
14455,15806
14456,3114
14456,5656
14456,8075
14456,10914
14456,11389
14456,12808
14457,974
14457,8182
14457,11833
14457,12040
14457,12563
14457,14466
14458,2142
14458,4528
14458,10768
14458,15439
14458,16769
14458,16825
14459,2239
14459,8218
14459,13352
14459,13867
14459,14046
14459,14303
14460,33
14460,1608
14460,6159
14460,10732
14460,11746
14460,16673
14461,2648
14461,4305
14461,10954
14461,12300
14461,12615
14461,16810
14462,1401
14462,1615
14462,9209
14462,9567
14462,10045
14462,11672
14463,272
14463,3412
14463,7512
14463,8775
14463,11312
14463,16013
14464,1658
14464,5684
14464,6710
14464,7497
14464,9592
14464,12663
14465,867
14465,5021
14465,5276
14465,7198
14465,7524
14465,10526
14466,974
14466,1194
14466,5054
14466,8182
14466,14457
14466,15216
14467,398
14467,2094
14467,5881
14467,7234
14467,14080
14467,16445
14468,979
14468,4148
14468,7926
14468,11917
14468,14417
14468,15755
14469,6963
14469,7900
14469,10533
14469,11221
14469,14045
14469,16341
14470,660
14470,2030
14470,2075
14470,3839
14470,6335
14470,15954
14471,2583
14471,3770
14471,6770
14471,8592
14471,13404
14471,14772
14472,3193
14472,3287
14472,4268
14472,6577
14472,9018
14472,13876
14473,2999
14473,7570
14473,11264
14473,13309
14473,13526
14473,16029
14474,541
14474,6107
14474,7487
14474,16722
14474,16808
14474,16875
14475,2298
14475,7680
14475,10346
14475,11209
14475,11288
14475,15611
14476,6756
14476,8357
14476,9300
14476,12929
14476,15068
14476,15550
14477,2315
14477,3222
14477,3959
14477,7087
14477,9154
14477,16576
14478,3713
14478,4766
14478,4902
14478,7533
14478,16125
14478,16550
14479,434
14479,3413
14479,7130
14479,9291
14479,12109
14479,14189
14480,396
14480,3078
14480,3667
14480,5004
14480,5178
14480,11787
14481,12291
14481,14417
14481,14655
14481,14914
14481,15755
14481,16744
14482,4917
14482,5029
14482,8234
14482,11120
14482,11443
14482,13762
14483,915
14483,2170
14483,4382
14483,4575
14483,10268
14483,11579
14484,1225
14484,5698
14484,9631
14484,12860
14484,14583
14484,15371
14485,169
14485,1531
14485,3276
14485,5475
14485,15516
14485,15671
14486,499
14486,1218
14486,1869
14486,3303
14486,5082
14486,11350
14487,740
14487,4636
14487,6587
14487,7787
14487,11090
14487,16041
14488,6138
14488,6155
14488,6913
14488,10015
14488,13580
14488,13869
14489,3003
14489,3073
14489,7141
14489,9263
14489,9678
14489,15290
14490,8930
14490,10586
14490,10994
14490,12974
14490,15575
14490,15902
14491,3802
14491,5543
14491,7827
14491,11661
14491,12973
14491,16297
14492,844
14492,2894
14492,8225
14492,10713
14492,14518
14492,16266
14493,2192
14493,4379
14493,6379
14493,7322
14493,9211
14493,15202
14494,882
14494,4294
14494,7734
14494,8720
14494,13240
14494,14764
14495,6882
14495,7353
14495,8715
14495,11534
14495,12527
14495,16754
14496,2573
14496,3540
14496,5492
14496,9645
14496,11372
14496,13521
14497,3516
14497,4910
14497,5527
14497,5928
14497,11130
14497,12078
14498,368
14498,1905
14498,5438
14498,6551
14498,7261
14498,12477
14499,3864
14499,4008
14499,8636
14499,10523
14499,11673
14499,16459
14500,919
14500,1205
14500,2657
14500,6580
14500,6702
14500,13411
14501,122
14501,3675
14501,6489
14501,10744
14501,12272
14501,14959
14502,2145
14502,4422
14502,5039
14502,8930
14502,14676
14502,15902
14503,2556
14503,4133
14503,4637
14503,5750
14503,6779
14503,6965
14504,2499
14504,3528
14504,5813
14504,9090
14504,9222
14504,11590
14505,72
14505,8601
14505,9486
14505,10975
14505,11550
14505,16463
14506,1133
14506,3019
14506,3923
14506,5512
14506,7174
14506,16567
14507,3643
14507,5594
14507,7637
14507,9347
14507,10559
14507,10760
14508,1775
14508,2873
14508,4697
14508,7591
14508,8164
14508,9688
14509,1394
14509,4104
14509,9890
14509,11407
14509,12500
14509,15667
14510,420
14510,8065
14510,11202
14510,11815
14510,13843
14510,14355
14511,3041
14511,6738
14511,9637
14511,9834
14511,12694
14511,12826
14512,383
14512,2749
14512,4639
14512,5230
14512,7787
14512,16041
14513,6911
14513,7052
14513,8128
14513,9096
14513,9879
14513,14935
14514,197
14514,6513
14514,9823
14514,13201
14514,14173
14514,15409
14515,2280
14515,2371
14515,8204
14515,8645
14515,12325
14515,15979
14516,1142
14516,2812
14516,5722
14516,6009
14516,7043
14516,13689
14517,928
14517,3656
14517,6720
14517,7947
14517,11249
14517,11555
14518,8225
14518,10713
14518,13314
14518,13923
14518,14492
14518,15010
14519,4919
14519,6000
14519,12233
14519,12652
14519,15176
14519,16237
14520,3988
14520,6885
14520,8542
14520,10593
14520,13596
14520,16257
14521,316
14521,6115
14521,11004
14521,11679
14521,14292
14521,14571
14522,2671
14522,5710
14522,7791
14522,8323
14522,9744
14522,9797
14523,237
14523,2953
14523,3437
14523,3822
14523,10581
14523,13298
14524,2606
14524,8337
14524,12462
14524,14033
14524,16258
14524,16452
14525,83
14525,2164
14525,8899
14525,11128
14525,11780
14525,15509
14526,2722
14526,7995
14526,9001
14526,11417
14526,14671
14526,15474
14527,691
14527,1879
14527,8639
14527,9078
14527,14780
14527,15398
14528,218
14528,798
14528,7777
14528,9145
14528,9609
14528,11455
14529,4579
14529,10179
14529,10522
14529,10950
14529,12780
14529,14328
14530,1684
14530,2626
14530,4556
14530,5795
14530,15871
14530,16710
14531,87
14531,3419
14531,6930
14531,7382
14531,10361
14531,15260
14532,3330
14532,4935
14532,6020
14532,6361
14532,10412
14532,10491
14533,2343
14533,2995
14533,5871
14533,7608
14533,10392
14533,16658
14534,108
14534,3679
14534,7592
14534,12326
14534,16021
14534,16265
14535,5153
14535,6064
14535,7206
14535,8107
14535,13788
14535,16466
14536,2016
14536,4850
14536,6851
14536,11705
14536,14428
14536,15492
14537,1874
14537,2604
14537,5173
14537,6906
14537,9888
14537,13796
14538,200
14538,393
14538,11083
14538,11441
14538,12278
14538,14124
14539,191
14539,4521
14539,5099
14539,5671
14539,10183
14539,13281
14540,359
14540,2555
14540,8105
14540,11521
14540,14737
14540,16217
14541,5373
14541,9727
14541,10648
14541,13745
14541,15123
14541,15903
14542,7046
14542,7302
14542,9534
14542,10190
14542,13984
14542,16572
14543,5439
14543,6137
14543,8431
14543,10873
14543,13129
14543,13710
14544,3048
14544,6464
14544,10453
14544,12062
14544,12680
14544,15146
14545,739
14545,2390
14545,9338
14545,9406
14545,10826
14545,16613
14546,3712
14546,8084
14546,9457
14546,12149
14546,12653
14546,14724
14547,1129
14547,8596
14547,14943
14547,15054
14547,15539
14547,16098
14548,247
14548,373
14548,2429
14548,3380
14548,4456
14548,13556
14549,91
14549,1441
14549,6983
14549,7261
14549,12199
14549,13828
14550,521
14550,2504
14550,7361
14550,8205
14550,11508
14550,14194
14551,225
14551,5172
14551,5374
14551,8770
14551,11006
14551,12798
14552,4708
14552,5760
14552,6058
14552,8214
14552,9608
14552,15915
14553,534
14553,5755
14553,6222
14553,7276
14553,11183
14553,13237
14554,1786
14554,4301
14554,6039
14554,8266
14554,14615
14554,16787
14555,1130
14555,1927
14555,5038
14555,6660
14555,9614
14555,13667
14556,1964
14556,2756
14556,3488
14556,3863
14556,5401
14556,6434
14557,2404
14557,2808
14557,5473
14557,7799
14557,7965
14557,16871
14558,3818
14558,5126
14558,6152
14558,11635
14558,11795
14558,14773
14559,1947
14559,2272
14559,3564
14559,12919
14559,13344
14559,15757
14560,4303
14560,5554
14560,6444
14560,7886
14560,13813
14560,16536
14561,204
14561,562
14561,1535
14561,2092
14561,12228
14561,16595
14562,624
14562,2031
14562,9160
14562,13603
14562,15326
14562,16301
14563,2668
14563,4652
14563,5822
14563,11257
14563,11279
14563,16070
14564,5101
14564,6602
14564,10063
14564,14391
14564,15461
14564,15506
14565,1032
14565,3248
14565,7795
14565,10213
14565,10321
14565,16598
14566,3386
14566,4290
14566,11680
14566,11758
14566,12724
14566,15263
14567,5521
14567,6032
14567,7564
14567,7692
14567,8705
14567,9730
14568,5415
14568,9094
14568,9703
14568,10643
14568,15138
14568,16155
14569,1570
14569,5067
14569,9038
14569,10065
14569,10203
14569,13396
14570,4324
14570,9210
14570,9945
14570,10128
14570,13521
14570,16346
14571,316
14571,2418
14571,5272
14571,7279
14571,14292
14571,14521
14572,542
14572,6534
14572,7912
14572,8815
14572,9950
14572,11087
14573,195
14573,1241
14573,1709
14573,2119
14573,11069
14573,11387
14574,470
14574,1323
14574,4403
14574,9445
14574,11897
14574,15726
14575,886
14575,1424
14575,6452
14575,9853
14575,12982
14575,16568
14576,128
14576,1750
14576,3425
14576,4957
14576,7429
14576,8875
14577,2012
14577,4224
14577,4781
14577,9344
14577,14639
14577,16269
14578,1320
14578,5414
14578,10052
14578,11303
14578,12708
14578,15335
14579,2495
14579,3507
14579,6893
14579,15184
14579,16377
14579,16580
14580,3448
14580,6243
14580,7643
14580,11099
14580,14614
14580,15565
14581,2876
14581,3689
14581,4883
14581,8402
14581,11075
14581,12347
14582,1
14582,4062
14582,11092
14582,14139
14582,15361
14582,15891
14583,5698
14583,9631
14583,10050
14583,13446
14583,13839
14583,14484
14584,1089
14584,1220
